datetime,Open,High,Low,Close,Adj Close,Volume,datetime_2
7/01/2020,159.320007,159.669998,157.320007,157.580002,152.158264,21634100,7/01/2020
8/01/2020,158.929993,160.800003,157.949997,160.089996,154.581924,27746500,8/01/2020
9/01/2020,161.839996,162.220001,161.029999,162.089996,156.513107,21385000,9/01/2020
10/01/2020,162.820007,163.220001,161.179993,161.339996,155.788925,20725900,10/01/2020
13/01/2020,161.759995,163.309998,161.259995,163.279999,157.66217,21626500,13/01/2020
14/01/2020,163.389999,163.600006,161.720001,162.130005,156.551727,23477400,14/01/2020
15/01/2020,162.619995,163.940002,162.570007,163.179993,157.565598,21417900,15/01/2020
16/01/2020,164.350006,166.240005,164.029999,166.169998,160.452713,23865400,16/01/2020
17/01/2020,167.419998,167.470001,165.429993,167.100006,161.350708,34371700,17/01/2020
21/01/2020,166.679993,168.190002,166.429993,166.5,160.771362,29517200,21/01/2020
22/01/2020,167.399994,167.490005,165.679993,165.699997,159.998886,24138800,22/01/2020
23/01/2020,166.190002,166.800003,165.270004,166.720001,160.983795,19680800,23/01/2020
24/01/2020,167.509995,167.529999,164.449997,165.039993,159.361588,24918100,24/01/2020
27/01/2020,161.149994,163.380005,160.199997,162.279999,156.696594,32078100,27/01/2020
28/01/2020,163.779999,165.759995,163.070007,165.460007,159.767151,24899900,28/01/2020
29/01/2020,167.839996,168.75,165.690002,168.039993,162.258377,34754500,29/01/2020
30/01/2020,174.050003,174.050003,170.789993,172.779999,166.835297,51597500,30/01/2020
31/01/2020,172.210007,172.399994,169.580002,170.229996,164.373047,36142700,31/01/2020
3/02/2020,170.429993,174.5,170.399994,174.380005,168.380234,30107000,3/02/2020
4/02/2020,177.139999,180.639999,176.309998,180.119995,173.922745,36433300,4/02/2020
5/02/2020,184.029999,184.199997,178.410004,179.899994,173.710312,39186300,5/02/2020
6/02/2020,180.970001,183.820007,180.059998,183.630005,177.311996,27751400,6/02/2020
7/02/2020,182.850006,185.630005,182.479996,183.889999,177.563065,33529100,7/02/2020
10/02/2020,183.580002,188.839996,183.25,188.699997,182.20755,35844300,10/02/2020
11/02/2020,190.649994,190.699997,183.5,184.440002,178.094131,53159900,11/02/2020
12/02/2020,185.580002,185.850006,181.850006,184.710007,178.354828,47062900,12/02/2020
13/02/2020,183.080002,186.229996,182.869995,183.710007,177.389252,35295800,13/02/2020
14/02/2020,183.25,185.410004,182.649994,185.350006,178.972839,23149500,14/02/2020
18/02/2020,185.610001,187.699997,185.5,187.229996,180.788132,27792200,18/02/2020
19/02/2020,188.059998,188.179993,186.470001,187.279999,181.330338,29997500,19/02/2020
20/02/2020,186.949997,187.25,181.100006,184.419998,178.561203,36862400,20/02/2020
21/02/2020,183.169998,183.5,177.25,178.589996,172.916412,48572600,21/02/2020
24/02/2020,167.770004,174.550003,163.229996,170.889999,165.461029,68311100,24/02/2020
25/02/2020,174.199997,174.839996,167.649994,168.070007,162.730652,68073300,25/02/2020
26/02/2020,169.710007,173.259995,168.210007,170.169998,164.763901,56206100,26/02/2020
27/02/2020,163.320007,167.029999,157.979996,158.179993,153.154831,93174900,27/02/2020
28/02/2020,152.410004,163.710007,152,162.009995,156.863129,97012700,28/02/2020
2/03/2020,165.309998,172.919998,162.309998,172.789993,167.300644,71030800,2/03/2020
3/03/2020,173.800003,175,162.259995,164.509995,159.283722,71677000,3/03/2020
4/03/2020,168.490005,170.699997,165.619995,170.550003,165.131805,49814400,4/03/2020
5/03/2020,166.050003,170.869995,165.690002,166.270004,160.987808,47817300,5/03/2020
6/03/2020,162.610001,163.110001,156,161.570007,156.437149,72821100,6/03/2020
9/03/2020,151,157.75,150,150.619995,145.834991,70419300,9/03/2020
10/03/2020,158.160004,161.029999,152.580002,160.919998,155.80777,65354400,10/03/2020
11/03/2020,157.130005,157.699997,151.149994,153.630005,148.749329,56371600,11/03/2020
12/03/2020,145.300003,153.470001,138.580002,139.059998,134.642273,93226400,12/03/2020
13/03/2020,147.5,161.910004,140.729996,158.830002,153.784164,92727400,13/03/2020
16/03/2020,140,149.350006,135,135.419998,131.117905,87905900,16/03/2020
17/03/2020,140,147.5,135,146.570007,141.913681,81059800,17/03/2020
18/03/2020,138,146,135.020004,140.399994,135.939621,81593200,18/03/2020
19/03/2020,142.770004,150.149994,139,142.710007,138.17627,85922700,19/03/2020
20/03/2020,146,147.100006,135.860001,137.350006,132.986557,84866200,20/03/2020
23/03/2020,137.009995,140.570007,132.520004,135.979996,131.660049,78975200,23/03/2020
24/03/2020,143.75,149.600006,141.270004,148.339996,143.627426,82516700,24/03/2020
25/03/2020,148.910004,154.330002,144.440002,146.919998,142.252518,75638200,25/03/2020
26/03/2020,148.399994,156.660004,148.369995,156.110001,151.150604,64568100,26/03/2020
27/03/2020,151.75,154.889999,149.199997,149.699997,144.944214,57042300,27/03/2020
30/03/2020,152.440002,160.600006,150.009995,160.229996,155.139664,63420300,30/03/2020
31/03/2020,159.399994,164.779999,156.559998,157.710007,152.699738,77927200,31/03/2020
1/04/2020,153,157.75,150.820007,152.110001,147.277664,57969900,1/04/2020
2/04/2020,151.860001,155.479996,150.360001,155.259995,150.327576,49630700,2/04/2020
3/04/2020,155.100006,157.380005,152.190002,153.830002,148.943039,41243300,3/04/2020
6/04/2020,160.320007,166.5,157.580002,165.270004,160.019577,67111700,6/04/2020
7/04/2020,169.589996,170,163.259995,163.490005,158.296127,62769000,7/04/2020
8/04/2020,165.669998,166.669998,163.5,165.130005,159.883987,48318200,8/04/2020
9/04/2020,166.360001,167.369995,163.330002,165.139999,159.893738,51385100,9/04/2020
13/04/2020,164.350006,165.570007,162.300003,165.509995,160.251953,41905300,13/04/2020
14/04/2020,169,173.75,168,173.699997,168.181778,52874300,14/04/2020
15/04/2020,171.199997,173.570007,169.240005,171.880005,166.419601,40940800,15/04/2020
16/04/2020,174.300003,177.279999,172.899994,177.039993,171.415619,50479600,16/04/2020
17/04/2020,179.5,180,175.869995,178.600006,172.926102,52765600,17/04/2020
20/04/2020,176.630005,178.75,174.990005,175.059998,169.498566,36669600,20/04/2020
21/04/2020,173.5,173.669998,166.110001,167.820007,162.488571,56203700,21/04/2020
22/04/2020,171.389999,174,170.820007,173.520004,168.007492,34620200,22/04/2020
23/04/2020,174.110001,175.059998,170.910004,171.419998,165.974182,32790800,23/04/2020
24/04/2020,172.059998,174.559998,170.710007,174.550003,169.004776,34277600,24/04/2020
27/04/2020,176.589996,176.899994,173.300003,174.050003,168.520645,33194400,27/04/2020
28/04/2020,175.589996,175.669998,169.389999,169.809998,164.415344,34392700,28/04/2020
29/04/2020,173.220001,177.679993,171.880005,177.429993,171.793213,51286600,29/04/2020
30/04/2020,180,180.399994,176.229996,179.210007,173.516724,53875900,30/04/2020
1/05/2020,175.800003,178.639999,174.009995,174.570007,169.024139,39370500,1/05/2020
4/05/2020,174.490005,179,173.800003,178.839996,173.158463,30372900,4/05/2020
5/05/2020,180.619995,183.649994,179.899994,180.759995,175.017471,36839200,5/05/2020
6/05/2020,182.080002,184.199997,181.630005,182.539993,176.740921,32139300,6/05/2020
7/05/2020,184.169998,184.550003,182.580002,183.600006,177.767242,28316000,7/05/2020
8/05/2020,184.979996,185,183.360001,184.679993,178.812943,30877800,8/05/2020
11/05/2020,183.149994,187.509995,182.850006,186.740005,180.80748,30892700,11/05/2020
12/05/2020,186.800003,187.039993,182.300003,182.509995,176.711884,32038200,12/05/2020
13/05/2020,182.550003,184.050003,176.539993,179.75,174.039551,44711500,13/05/2020
14/05/2020,177.539993,180.690002,175.679993,180.529999,174.794785,41873900,14/05/2020
15/05/2020,179.059998,187.059998,177,183.160004,177.341232,46610400,15/05/2020
18/05/2020,185.75,186.199997,183.960007,184.910004,179.03566,35264500,18/05/2020
19/05/2020,185.029999,186.600006,183.490005,183.630005,177.79631,26799100,19/05/2020
20/05/2020,184.809998,185.850006,183.940002,185.660004,180.262451,31261300,20/05/2020
21/05/2020,185.399994,186.669998,183.289993,183.429993,178.09729,29119500,21/05/2020
22/05/2020,183.190002,184.460007,182.539993,183.509995,178.174973,20826900,22/05/2020
26/05/2020,186.339996,186.5,181.100006,181.570007,176.291367,36073600,26/05/2020
27/05/2020,180.199997,181.990005,176.600006,181.809998,176.524399,39517100,27/05/2020
28/05/2020,180.740005,184.149994,180.380005,181.399994,176.126312,33810200,28/05/2020
29/05/2020,182.729996,184.270004,180.410004,183.25,177.922531,42130400,29/05/2020
1/06/2020,182.539993,183,181.460007,182.830002,177.514725,22622400,1/06/2020
2/06/2020,184.25,185,181.350006,184.910004,179.534286,30794600,2/06/2020
3/06/2020,184.820007,185.940002,183.580002,185.360001,179.971176,27311000,3/06/2020
4/06/2020,184.300003,185.839996,182.300003,182.919998,177.602112,28761800,4/06/2020
5/06/2020,182.619995,187.729996,182.009995,187.199997,181.75769,39893600,5/06/2020
8/06/2020,185.940002,188.550003,184.440002,188.360001,182.883972,33211600,8/06/2020
9/06/2020,188,190.699997,187.259995,189.800003,184.282104,29783900,9/06/2020
10/06/2020,191.130005,198.520004,191.009995,196.839996,191.117432,43872300,10/06/2020
11/06/2020,193.130005,195.759995,186.070007,186.270004,180.854706,52854700,11/06/2020
12/06/2020,190.539993,191.720001,185.179993,187.740005,182.282013,43373600,12/06/2020
15/06/2020,184.580002,190.820007,184.009995,188.940002,183.447083,32770200,15/06/2020
16/06/2020,192.889999,195.580002,191.460007,193.570007,187.94249,42556700,16/06/2020
17/06/2020,195.029999,196.320007,193.690002,194.240005,188.593018,25687800,17/06/2020
18/06/2020,194,196.490005,194,196.320007,190.612534,23061600,18/06/2020
19/06/2020,198.589996,199.289993,194.369995,195.149994,189.476547,44441100,19/06/2020
22/06/2020,195.789993,200.759995,195.229996,200.570007,194.738983,32818900,22/06/2020
23/06/2020,202.089996,203.949997,201.429993,201.910004,196.040009,30917400,23/06/2020
24/06/2020,201.600006,203.25,196.559998,197.839996,192.088379,36740600,24/06/2020
25/06/2020,197.800003,200.610001,195.470001,200.339996,194.515671,27803900,25/06/2020
26/06/2020,199.729996,199.889999,194.880005,196.330002,190.622253,54675800,26/06/2020
29/06/2020,195.779999,198.529999,193.550003,198.440002,192.670914,26701600,29/06/2020
30/06/2020,197.880005,204.399994,197.740005,203.509995,197.593536,34310300,30/06/2020
1/07/2020,203.139999,206.350006,201.770004,204.699997,198.748901,32061200,1/07/2020
2/07/2020,205.679993,208.020004,205,206.259995,200.263565,29315800,2/07/2020
6/07/2020,208.830002,211.130005,208.089996,210.699997,204.574509,31897600,6/07/2020
7/07/2020,210.449997,214.669998,207.990005,208.25,202.19574,33600700,7/07/2020
8/07/2020,210.070007,213.259995,208.690002,212.830002,206.642563,33600000,8/07/2020
9/07/2020,216.330002,216.380005,211.470001,214.320007,208.089264,33121700,9/07/2020
10/07/2020,213.619995,214.080002,211.080002,213.669998,207.458145,26177600,10/07/2020
13/07/2020,214.479996,215.800003,206.5,207.070007,201.050034,38135600,13/07/2020
14/07/2020,206.130005,208.850006,202.029999,208.350006,202.292801,37591800,14/07/2020
15/07/2020,209.559998,211.330002,205.029999,208.039993,201.991806,32179400,15/07/2020
16/07/2020,205.399994,205.699997,202.309998,203.919998,197.991592,29940700,16/07/2020
17/07/2020,204.470001,205.039993,201.389999,202.880005,196.981842,31635300,17/07/2020
20/07/2020,205,212.300003,203.009995,211.600006,205.448334,36884800,20/07/2020
21/07/2020,213.660004,213.940002,208.029999,208.75,202.681183,37990400,21/07/2020
22/07/2020,209.199997,212.300003,208.389999,211.75,205.593979,49605700,22/07/2020
23/07/2020,207.190002,210.919998,202.149994,202.539993,196.651688,67457000,23/07/2020
24/07/2020,200.419998,202.860001,197.509995,201.300003,195.447754,39827000,24/07/2020
27/07/2020,201.470001,203.970001,200.860001,203.850006,197.923645,30160900,27/07/2020
28/07/2020,203.610001,204.699997,201.740005,202.020004,196.146835,23251400,28/07/2020
29/07/2020,202.5,204.649994,202.009995,204.059998,198.127548,19632600,29/07/2020
30/07/2020,201,204.460007,199.570007,203.899994,197.972153,25079600,30/07/2020
31/07/2020,204.399994,205.100006,199.009995,205.009995,199.049896,51044000,31/07/2020
3/08/2020,211.520004,217.639999,210.440002,216.539993,210.24472,78983000,3/08/2020
4/08/2020,214.169998,214.770004,210.309998,213.289993,207.089203,49280100,4/08/2020
5/08/2020,214.899994,215,211.570007,212.940002,206.749374,28806400,5/08/2020
6/08/2020,212.339996,216.369995,211.550003,216.350006,210.060242,32656800,6/08/2020
7/08/2020,214.850006,215.699997,210.929993,212.479996,206.30275,27820400,7/08/2020
10/08/2020,211.669998,211.880005,206.350006,208.25,202.19574,36716500,10/08/2020
11/08/2020,207.160004,207.649994,203.139999,203.380005,197.467331,36446500,11/08/2020
12/08/2020,205.289993,210.279999,204.75,209.190002,203.108398,28013100,12/08/2020
13/08/2020,209.440002,211.350006,208.149994,208.699997,202.632629,22588900,13/08/2020
14/08/2020,208.759995,209.589996,207.509995,208.899994,202.826797,17958900,14/08/2020
17/08/2020,209.600006,211.190002,208.919998,210.279999,204.166687,20184800,17/08/2020
18/08/2020,210.529999,212.360001,209.210007,211.490005,205.341537,21336200,18/08/2020
19/08/2020,211.490005,212.100006,209.25,209.699997,204.095734,27627600,19/08/2020
20/08/2020,209.539993,215,208.910004,214.580002,208.845322,26981500,20/08/2020
21/08/2020,213.860001,216.25,212.850006,213.020004,207.327011,36249300,21/08/2020
24/08/2020,214.789993,215.520004,212.429993,213.690002,207.979126,25460100,24/08/2020
25/08/2020,213.100006,216.610001,213.100006,216.470001,210.684799,23043700,25/08/2020
26/08/2020,217.880005,222.089996,217.360001,221.149994,215.239716,39600800,26/08/2020
27/08/2020,222.889999,231.149994,219.399994,226.580002,220.524628,57602200,27/08/2020
28/08/2020,228.179993,230.639999,226.580002,228.910004,222.792358,26292900,28/08/2020
31/08/2020,227,228.699997,224.309998,225.529999,219.50267,28774200,31/08/2020
1/09/2020,225.509995,227.449997,224.429993,227.270004,221.196182,25725500,1/09/2020
2/09/2020,227.970001,232.860001,227.350006,231.649994,225.459122,34080800,2/09/2020
3/09/2020,229.270004,229.309998,214.960007,217.300003,211.492645,58400300,3/09/2020
4/09/2020,215.100006,218.360001,205.190002,214.25,208.524155,59664100,4/09/2020
8/09/2020,206.5,210.029999,202.199997,202.660004,197.243896,52924300,8/09/2020
9/09/2020,207.600006,214.839996,206.699997,211.289993,205.64325,45679000,9/09/2020
10/09/2020,213.399994,214.740005,204.110001,205.369995,199.881439,35461500,10/09/2020
11/09/2020,207.199997,208.630005,201.240005,204.029999,198.577255,33620100,11/09/2020
14/09/2020,204.240005,209.199997,204.029999,205.410004,199.92041,30375800,14/09/2020
15/09/2020,208.419998,209.779999,206.929993,208.779999,203.200302,21823900,15/09/2020
16/09/2020,210.619995,210.649994,204.639999,205.050003,199.570023,26328100,16/09/2020
17/09/2020,200.050003,204.330002,199.960007,202.910004,197.487198,34011300,17/09/2020
18/09/2020,202.800003,203.649994,196.25,200.389999,195.034561,55225300,18/09/2020
21/09/2020,197.190002,202.710007,196.380005,202.539993,197.127075,39839700,21/09/2020
22/09/2020,205.059998,208.100006,202.080002,207.419998,201.876678,33517100,22/09/2020
23/09/2020,207.899994,208.100006,200.029999,200.589996,195.229187,30803800,23/09/2020
24/09/2020,199.850006,205.570007,199.199997,203.190002,197.75972,31202500,24/09/2020
25/09/2020,203.550003,209.039993,202.539993,207.820007,202.265991,29437300,25/09/2020
28/09/2020,210.880005,212.570007,208.059998,209.440002,203.842682,32004900,28/09/2020
29/09/2020,209.350006,210.070007,206.809998,207.259995,201.720932,24221900,29/09/2020
30/09/2020,207.729996,211.979996,206.539993,210.330002,204.708923,33829100,30/09/2020
1/10/2020,213.490005,213.990005,211.320007,212.460007,206.781998,27158400,1/10/2020
2/10/2020,208,210.990005,205.539993,206.190002,200.679535,33154800,2/10/2020
5/10/2020,207.220001,210.410004,206.979996,210.380005,204.757584,21331600,5/10/2020
6/10/2020,208.820007,210.179993,204.820007,205.910004,200.407028,28554300,6/10/2020
7/10/2020,207.059998,210.110001,206.720001,209.830002,204.22229,25681100,7/10/2020
8/10/2020,210.509995,211.190002,208.320007,210.580002,204.952225,19925800,8/10/2020
9/10/2020,211.229996,215.860001,211.229996,215.809998,210.042435,26458000,9/10/2020
12/10/2020,218.789993,223.860001,216.809998,221.399994,215.483047,40461400,12/10/2020
13/10/2020,222.720001,225.210007,220.429993,222.860001,216.904037,28950800,13/10/2020
14/10/2020,223,224.220001,219.130005,220.860001,214.957489,23421700,14/10/2020
15/10/2020,217.100006,220.360001,216.009995,219.660004,213.789566,22733100,15/10/2020
16/10/2020,220.149994,222.289993,219.320007,219.660004,213.789566,26057900,16/10/2020
19/10/2020,220.419998,222.300003,213.720001,214.220001,208.494934,27625800,19/10/2020
20/10/2020,215.800003,217.369995,213.089996,214.649994,208.913437,22753500,20/10/2020
21/10/2020,213.119995,216.919998,213.119995,214.800003,209.059448,22724900,21/10/2020
22/10/2020,213.929993,216.059998,211.699997,214.889999,209.147049,22351500,22/10/2020
23/10/2020,215.029999,216.279999,213.160004,216.229996,210.451218,18879600,23/10/2020
26/10/2020,213.850006,216.339996,208.100006,210.080002,204.465576,37111600,26/10/2020
27/10/2020,211.589996,214.669998,210.330002,213.25,207.550858,36700300,27/10/2020
28/10/2020,207.669998,208.839996,202.100006,202.679993,197.263336,51195600,28/10/2020
29/10/2020,204.070007,207.360001,203.369995,204.720001,199.248825,31432600,29/10/2020
30/10/2020,203.5,204.289993,199.619995,202.470001,197.05896,36953700,30/10/2020
2/11/2020,204.289993,205.279999,200.119995,202.330002,196.922684,30842200,2/11/2020
3/11/2020,203.889999,208.119995,203.119995,206.429993,200.913101,27512000,3/11/2020
4/11/2020,214.020004,218.320007,212.419998,216.389999,210.606934,42311800,4/11/2020
5/11/2020,222.039993,224.119995,221.149994,223.289993,217.322525,36080100,5/11/2020
6/11/2020,222.259995,224.360001,218.029999,223.720001,217.741043,25231900,6/11/2020
9/11/2020,224.440002,228.119995,217.880005,218.389999,212.553497,44395000,9/11/2020
10/11/2020,214.5,216.5,209.720001,211.009995,205.370697,44045100,10/11/2020
11/11/2020,212.389999,218.039993,212.199997,216.550003,210.76268,29440800,11/11/2020
12/11/2020,217.210007,219.110001,214.460007,215.440002,209.682358,21593900,12/11/2020
13/11/2020,216.360001,217.419998,214.160004,216.509995,210.723724,18621100,13/11/2020
16/11/2020,214.869995,217.740005,214.520004,217.229996,211.424484,24953300,16/11/2020
17/11/2020,216.100006,217.679993,214.080002,214.460007,208.728546,24154100,17/11/2020
18/11/2020,213.649994,215.169998,210.929993,211.080002,205.976715,28372800,18/11/2020
19/11/2020,211.380005,213.029999,209.929993,212.419998,207.284302,24792700,19/11/2020
20/11/2020,212.199997,213.289993,210,210.389999,205.303391,22843100,20/11/2020
23/11/2020,210.949997,212.289993,208.160004,210.110001,205.030182,25683500,23/11/2020
24/11/2020,209.589996,214.25,208.860001,213.860001,208.689484,33979700,24/11/2020
25/11/2020,215.110001,215.289993,212.460007,213.869995,208.699234,21012900,25/11/2020
27/11/2020,214.850006,216.270004,214.039993,215.229996,210.026352,14512200,27/11/2020
30/11/2020,214.100006,214.759995,210.839996,214.070007,208.894424,33064800,30/11/2020
1/12/2020,214.509995,217.320007,213.350006,216.210007,210.982651,30904500,1/12/2020
2/12/2020,214.880005,215.470001,212.800003,215.369995,210.162994,23724500,2/12/2020
3/12/2020,214.610001,216.380005,213.649994,214.240005,209.060303,25120900,3/12/2020
4/12/2020,214.220001,215.380005,213.179993,214.360001,209.177399,24666000,4/12/2020
7/12/2020,214.369995,215.539993,212.990005,214.289993,209.109116,24620000,7/12/2020
8/12/2020,213.970001,216.949997,212.889999,216.009995,210.787521,23284100,8/12/2020
9/12/2020,215.160004,215.229996,211.210007,211.800003,206.679291,32440600,9/12/2020
10/12/2020,211.770004,213.080002,210.360001,210.520004,205.430237,26733300,10/12/2020
11/12/2020,210.050003,213.320007,209.110001,213.259995,208.104004,30979400,11/12/2020
14/12/2020,213.100006,216.210007,212.880005,214.199997,209.021271,28798400,14/12/2020
15/12/2020,215.169998,215.419998,212.240005,214.130005,208.952957,27000600,15/12/2020
16/12/2020,214.75,220.110001,214.720001,219.279999,213.978439,35023300,16/12/2020
17/12/2020,219.869995,220.889999,217.919998,219.419998,214.115067,32515800,17/12/2020
18/12/2020,218.589996,219.690002,216.020004,218.589996,213.305115,63354900,18/12/2020
21/12/2020,217.550003,224,217.279999,222.589996,217.208435,37181900,21/12/2020
22/12/2020,222.690002,225.630005,221.850006,223.940002,218.525772,22612200,22/12/2020
23/12/2020,223.110001,223.559998,220.800003,221.020004,215.676407,18699600,23/12/2020
24/12/2020,221.419998,223.610001,221.199997,222.75,217.364548,10550600,24/12/2020
28/12/2020,224.449997,226.029999,223.020004,224.960007,219.521133,17933500,28/12/2020
29/12/2020,226.309998,227.179993,223.580002,224.149994,218.730682,17403200,29/12/2020
30/12/2020,225.229996,225.630005,221.470001,221.679993,216.320419,20272300,30/12/2020
31/12/2020,221.699997,223,219.679993,222.419998,217.042572,20942100,31/12/2020
4/01/2021,222.529999,223,214.809998,217.690002,212.42688,37130100,4/01/2021
5/01/2021,217.259995,218.520004,215.699997,217.899994,212.631821,23823000,5/01/2021
6/01/2021,212.169998,216.490005,211.940002,212.25,207.118423,35930700,6/01/2021
7/01/2021,214.039993,219.339996,213.710007,218.289993,213.012375,27694500,7/01/2021
8/01/2021,218.679993,220.580002,217.029999,219.619995,214.310226,22956200,8/01/2021
11/01/2021,218.470001,218.910004,216.729996,217.490005,212.23175,23031300,11/01/2021
12/01/2021,216.5,217.100006,213.320007,214.929993,209.733627,23249300,12/01/2021
13/01/2021,214.020004,216.759995,213.929993,216.339996,211.109497,20087100,13/01/2021
14/01/2021,215.910004,217.460007,212.740005,213.020004,207.869797,29480800,14/01/2021
15/01/2021,213.520004,214.509995,212.029999,212.649994,207.508728,31746500,15/01/2021
19/01/2021,213.75,216.979996,212.630005,216.440002,211.207138,30480900,19/01/2021
20/01/2021,217.699997,225.789993,217.289993,224.339996,218.916122,37777300,20/01/2021
21/01/2021,224.699997,226.300003,222.419998,224.970001,219.530869,30709400,21/01/2021
22/01/2021,227.080002,230.070007,225.800003,225.949997,220.487198,30172700,22/01/2021
25/01/2021,229.119995,229.779999,224.220001,229.529999,223.980621,33152100,25/01/2021
26/01/2021,231.860001,234.179993,230.080002,232.330002,226.712936,49169600,26/01/2021
27/01/2021,238,240.440002,230.139999,232.899994,227.269135,69870600,27/01/2021
28/01/2021,235.610001,242.639999,235.089996,238.929993,233.153381,49111200,28/01/2021
29/01/2021,235.990005,238.020004,231.350006,231.960007,226.351898,42503100,29/01/2021
1/02/2021,235.059998,242.5,232.429993,239.649994,233.855957,33314200,1/02/2021
2/02/2021,241.300003,242.309998,238.690002,239.509995,233.71933,25916300,2/02/2021
3/02/2021,239.570007,245.089996,239.259995,243,237.124939,27158100,3/02/2021
4/02/2021,242.660004,243.240005,240.369995,242.009995,236.15892,25296100,4/02/2021
5/02/2021,242.229996,243.279999,240.419998,242.199997,236.344299,18054800,5/02/2021
8/02/2021,243.149994,243.679993,240.809998,242.470001,236.607788,22211900,8/02/2021
9/02/2021,241.869995,244.759995,241.380005,243.770004,237.876358,23565000,9/02/2021
10/02/2021,245,245.919998,240.889999,242.820007,236.949326,22186700,10/02/2021
11/02/2021,244.779999,245.149994,242.149994,244.490005,238.578964,15751100,11/02/2021
12/02/2021,243.929993,245.300003,242.729996,244.990005,239.066849,16561100,12/02/2021
16/02/2021,245.029999,246.130005,242.919998,243.699997,237.808044,26728500,16/02/2021
17/02/2021,241.320007,244.309998,240.940002,244.199997,238.844772,21653500,17/02/2021
18/02/2021,241.800003,243.929993,240.860001,243.789993,238.443787,16925600,18/02/2021
19/02/2021,243.75,243.860001,240.179993,240.970001,235.685638,25262600,19/02/2021
22/02/2021,237.419998,237.929993,232.399994,234.509995,229.367279,36446900,22/02/2021
23/02/2021,230.330002,234.830002,228.729996,233.270004,228.154495,30228700,23/02/2021
24/02/2021,230.009995,235.199997,229,234.550003,229.406403,26339700,24/02/2021
25/02/2021,232.080002,234.589996,227.880005,228.990005,223.968353,39542200,25/02/2021
26/02/2021,231.529999,235.369995,229.539993,232.380005,227.283997,37819200,26/02/2021
1/03/2021,235.899994,237.470001,233.149994,236.940002,231.744019,25324000,1/03/2021
2/03/2021,237.009995,237.300003,233.449997,233.869995,228.741287,22812500,2/03/2021
3/03/2021,232.160004,233.580002,227.259995,227.559998,222.569717,34029500,3/03/2021
4/03/2021,226.740005,232.490005,224.259995,226.729996,221.757919,44727800,4/03/2021
5/03/2021,229.520004,233.270004,226.460007,231.600006,226.521103,41872800,5/03/2021
8/03/2021,231.369995,233.369995,227.130005,227.389999,222.403427,35267400,8/03/2021
9/03/2021,232.880005,235.380005,231.669998,233.779999,228.653336,33080500,9/03/2021
10/03/2021,237,237,232.039993,232.419998,227.32312,29746800,10/03/2021
11/03/2021,234.960007,239.169998,234.309998,237.130005,231.929871,29907600,11/03/2021
12/03/2021,234.009995,235.820007,233.229996,235.75,230.580093,22653700,12/03/2021
15/03/2021,234.960007,235.190002,231.809998,234.809998,229.660721,26034900,15/03/2021
16/03/2021,236.279999,240.059998,235.940002,237.710007,232.497101,28092200,16/03/2021
17/03/2021,236.149994,238.550003,233.229996,237.039993,231.841782,29562100,17/03/2021
18/03/2021,232.559998,234.190002,230.330002,230.720001,225.660416,34833000,18/03/2021
19/03/2021,231.020004,232.470001,229.350006,230.350006,225.298538,46430700,19/03/2021
22/03/2021,230.270004,236.899994,230.139999,235.990005,230.814819,30127000,22/03/2021
23/03/2021,237.490005,241.050003,237.070007,237.580002,232.36998,31638400,23/03/2021
24/03/2021,237.850006,238,235.320007,235.460007,230.296478,25620100,24/03/2021
25/03/2021,235.300003,236.940002,231.570007,232.339996,227.244904,34061900,25/03/2021
26/03/2021,231.550003,236.710007,231.550003,236.479996,231.294098,25479900,26/03/2021
29/03/2021,236.589996,236.800003,231.880005,235.240005,230.081299,25227500,29/03/2021
30/03/2021,233.529999,233.850006,231.100006,231.850006,226.76564,24792000,30/03/2021
31/03/2021,232.910004,239.100006,232.389999,235.770004,230.59964,43623500,31/03/2021
1/04/2021,238.470001,242.839996,238.050003,242.350006,237.035385,30338000,1/04/2021
5/04/2021,242.759995,249.960007,242.699997,249.070007,243.608002,36910600,5/04/2021
6/04/2021,247.610001,249.399994,246.880005,247.860001,242.424545,22931900,6/04/2021
7/04/2021,247.809998,250.929993,247.190002,249.899994,244.419769,22719800,7/04/2021
8/04/2021,252.770004,254.139999,252,253.25,247.69635,23625200,8/04/2021
9/04/2021,252.869995,255.990005,252.440002,255.850006,250.239349,24326800,9/04/2021
12/04/2021,254.710007,257.670013,254.619995,255.910004,250.298035,27148700,12/04/2021
13/04/2021,257.26001,259.190002,256.829987,258.48999,252.821426,23837500,13/04/2021
14/04/2021,257.480011,258.829987,255.160004,255.589996,249.985016,23070900,14/04/2021
15/04/2021,257.929993,259.929993,257.730011,259.5,253.809265,25627500,15/04/2021
16/04/2021,259.470001,261,257.600006,260.73999,255.022095,24878600,16/04/2021
19/04/2021,260.190002,261.480011,257.820007,258.73999,253.065918,23209300,19/04/2021
20/04/2021,257.820007,260.200012,256.839996,258.26001,252.596527,19722900,20/04/2021
21/04/2021,258.940002,260.679993,257.25,260.579987,254.865616,24030400,21/04/2021
22/04/2021,260.209991,261.779999,255.639999,257.170013,251.530396,25606200,22/04/2021
23/04/2021,257.880005,261.51001,257.269989,261.149994,255.423096,21462600,23/04/2021
26/04/2021,261.660004,262.440002,260.170013,261.549988,255.814362,19763300,26/04/2021
27/04/2021,261.579987,263.190002,260.119995,261.970001,256.225067,31014200,27/04/2021
